16578;;полосатое;ПОЛОСАТЫЙ;A - nom sg plen n -;;;, такой ... _полосатое_ ...  ;е;о;т;а;с;о;A;ПОЛОСАТЫЙ;A - nom sg plen n -;Й
16579;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16580;;;;;;;;;;;;;;;;;
16581;# sent = 1226;;;;;;;;;;;;;;;;
16582;# speaker = М;;;;;;;;;;;;;;;;
16583;# sent = 1227;;;;;;;;;;;;;;;;
16584;;Причем;ПРИЧЕМ;CONJ;;;   _Причем_ это была девочка;м;е;ч;и;р;п;CONJ;ПРИЧЕМ;CONJ;М
16585;;это;ЭТО;SPRO n - nom sg;;;  Причем _это_ была девочка ,;о;т;э;;;;SPRO;ЭТО;S n - nom sg;О
16586;;была;БЫТЬ;V ipf praet sg indic f -;;; Причем это _была_ девочка , у;а;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic f -;Ь
16587;;девочка;ДЕВОЧКА;S f anim nom sg;;;Причем это была _девочка_ , у нее;а;к;ч;о;в;е;S;ДЕВОЧКА;S f anim nom sg;А
16588;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16589;;у;У;PR;;;была девочка , _у_ нее были губы;у;;;;;;PR;У;PR;У
16590;;нее;ОНА;SPRO sg 3p f gen;;;девочка , у _нее_ были губы и;е;е;н;;;;SPRO;ОНА;SPRO sg 3p f acc;А
16591;;были;БЫТЬ;V ipf praet pl indic - -;;;, у нее _были_ губы и глаза;и;л;ы;б;;;V;БЫТЬ;V ipf praet pl indic - -;Ь
16592;;губы;ГУБА;S f inan nom pl;;;у нее были _губы_ и глаза с;ы;б;у;г;;;S;ГУБА;S f inan nom pl;А
16593;;и;И;CONJ;;;нее были губы _и_ глаза с ресницами;и;;;;;;CONJ;И;CONJ;И
16594;;глаза;ГЛАЗ;S m inan nom pl;;;были губы и _глаза_ с ресницами .;а;з;а;л;г;;S;ГЛАЗ;S m inan nom pl;З
16595;;с;С;PR;;;губы и глаза _с_ ресницами . ;с;;;;;;PR;С;PR;С
16596;;ресницами;РЕСНИЦА;S f inan ins pl;;;и глаза с _ресницами_ .  ;и;м;а;ц;и;н;S;РЕСНИЦА;S f inan ins pl;А
16597;;.;.;PUNCT;;;;;;;;;;PUNCT;;;
16598;;;;;;;;;;;;;;;;;
16599;# sent = 1228;;;;;;;;;;;;;;;;
16600;# speaker = А;;;;;;;;;;;;;;;;
16601;# sent = 1229;;;;;;;;;;;;;;;;
16602;;А;А;CONJ;;;   _А_ еще один держал;а;;;;;;CONJ;А;CONJ;А
16603;;еще;ЕЩЕ;ADV -;;;  А _еще_ один держал в;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16604;;один;ОДИН;ANUM - nom sg plen m -;;; А еще _один_ держал в руках;н;и;д;о;;;ANUM;ОДИН;A - nom sg plen m -;Н
16605;;держал;ДЕРЖАТЬ;V ipf praet sg indic m -;;;А еще один _держал_ в руках глаза;л;а;ж;р;е;д;V;ДЕРЖАТЬ;V ipf praet sg indic m -;Ь
16606;;в;В;PR;;;еще один держал _в_ руках глаза ...;в;;;;;;PR;В;PR;В
16607;;руках;РУКА;S f inan loc pl;;;один держал в _руках_ глаза ... ;х;а;к;у;р;;S;РУКА;S f inan loc pl;А
16608;;глаза;ГЛАЗ;S m inan acc pl;;;держал в руках _глаза_ ...  ;а;з;а;л;г;;S;ГЛАЗ;S m inan acc pl;З
16609;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16610;;;;;;;;;;;;;;;;;
16611;# sent = 1230;;;;;;;;;;;;;;;;
16612;# speaker = М;;;;;;;;;;;;;;;;
16613;# sent = 1231;;;;;;;;;;;;;;;;
16614;;И;И;CONJ;;;   _И_ да , чувак;и;;;;;;CONJ;И;CONJ;И
16615;;да;ДА;CONJ;;;  И _да_ , чувак ,;а;д;;;;;CONJ;ДА;CONJ;А
16616;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16617;;чувак;ЧУВАК;S m anim nom sg;;;И да , _чувак_ , который держал;к;а;в;у;ч;;S;ЧУВАК;S m anim nom sg;К
16618;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16619;;который;КОТОРЫЙ;APRO - nom sg plen m -;;;, чувак , _который_ держал глаза в;й;ы;р;о;т;о;APRO;КОТОРЫЙ;A - nom sg plen m -;Й
16620;;держал;ДЕРЖАТЬ;V ipf praet sg indic m -;;;чувак , который _держал_ глаза в руках;л;а;ж;р;е;д;V;ДЕРЖАТЬ;V ipf praet sg indic m -;Ь
16621;;глаза;ГЛАЗ;S m inan acc pl;;;, который держал _глаза_ в руках иии;а;з;а;л;г;;S;ГЛАЗ;S m inan acc pl;З
16622;;в;В;PR;;;который держал глаза _в_ руках иии другой;в;;;;;;PR;В;PR;В
16623;;руках;РУКА;S f inan loc pl;;;держал глаза в _руках_ иии другой я;х;а;к;у;р;;S;РУКА;S f inan loc pl;А
16624;;иии;И;CONJ;distort;;глаза в руках _иии_ другой я не;и;и;и;;;;CONJ;ИИИ;S m inan gen sg;И
16625;;другой;ДРУГОЙ;A - nom sg plen m -;;;в руках иии _другой_ я не помню;й;о;г;у;р;д;A;ДРУГОЙ;A - gen sg plen f -;Й
16626;;я;Я;SPRO sg 1p - nom;;;руках иии другой _я_ не помню ,;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16627;;не;НЕ;PART;;;иии другой я _не_ помню , как;е;н;;;;;PART;НЕ;PART;Е
16628;;помню;ПОМНИТЬ;V ipf praes sg indic - 1p;;;другой я не _помню_ , как выглядел;ю;н;м;о;п;;V;ПОМНИТЬ;V ipf praes sg indic - 1p;Ь
16629;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16630;;как;КАК;CONJ;;;не помню , _как_ выглядел честно говоря;к;а;к;;;;CONJ;КАК;CONJ;К
16631;;выглядел;ВЫГЛЯДЕТЬ;V ipf praet sg indic m -;;;помню , как _выглядел_ честно говоря ,;л;е;д;я;л;г;V;ВЫГЛЯДЕТЬ;V ipf praet sg indic m -;Ь
16632;;честно;ЧЕСТНО;ADV -;;;, как выглядел _честно_ говоря , я;о;н;т;с;е;ч;ADV;ЧЕСТНО;ADV -;О
16633;;говоря;ГОВОРИТЬ;V ipf praes - ger - -;;;как выглядел честно _говоря_ , я уже;я;р;о;в;о;г;V;ГОВОРИТЬ;V ipf praes - ger - -;Ь
16634;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16635;;я;Я;SPRO sg 1p - nom;;;честно говоря , _я_ уже ... ;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16636;;уже;УЖЕ;ADV -;;;говоря , я _уже_ ...  ;е;ж;у;;;;ADV;УЖЕ;ADV -;Е
16637;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16638;;;;;;;;;;;;;;;;;
16639;# sent = 1232;;;;;;;;;;;;;;;;
16640;# speaker = М;;;;;;;;;;;;;;;;
16641;# sent = 1233;;;;;;;;;;;;;;;;
16642;;Вот;ВОТ;PART;;;   _Вот_ , еще там;т;о;в;;;;PART;ВОТ;PART;Т
16643;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16644;;еще;ЕЩЕ;ADV -;;; Вот , _еще_ там был клевый;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16645;;там;ТАМ;ADV -;;;Вот , еще _там_ был клевый мультик;м;а;т;;;;ADV;ТАМ;ADV -;М
16646;;был;БЫТЬ;V ipf praet sg indic m -;;;, еще там _был_ клевый мультик про;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
16647;;клевый;КЛЕВЫЙ;A - nom sg plen m -;;;еще там был _клевый_ мультик про кенгуру;й;ы;в;е;л;к;A;КЛЕВЫЙ;A - nom sg plen m -;Й
16648;;мультик;МУЛЬТИК;S m inan nom sg;;;там был клевый _мультик_ про кенгуру ,;к;и;т;ь;л;у;S;МУЛЬТИК;S m inan nom sg;К
16649;;про;ПРО;PR;;;был клевый мультик _про_ кенгуру , но;о;р;п;;;;PR;ПРО;PR;О
16650;;кенгуру;КЕНГУРУ;S m anim acc sg;;;клевый мультик про _кенгуру_ , но я;у;р;у;г;н;е;S;КЕНГУРУ;S m anim nonflex -;У
16651;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16652;;но;НО;CONJ;;;про кенгуру , _но_ я не помню;о;н;;;;;CONJ;НО;CONJ;О
16653;;я;Я;SPRO sg 1p - nom;;;кенгуру , но _я_ не помню ,;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16654;;не;НЕ;PART;;;, но я _не_ помню , как;е;н;;;;;PART;НЕ;PART;Е
16655;;помню;ПОМНИТЬ;V ipf praes sg indic - 1p;;;но я не _помню_ , как он;ю;н;м;о;п;;V;ПОМНИТЬ;V ipf praes sg indic - 1p;Ь
16656;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16657;;как;КАК;CONJ;;;не помню , _как_ он назывался ,;к;а;к;;;;CONJ;КАК;CONJ;К
16658;;он;ОН;SPRO sg 3p m nom;;;помню , как _он_ назывался , но;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
16659;;назывался;НАЗЫВАТЬСЯ;V ipf praet sg indic m -;;;, как он _назывался_ , но я;я;с;л;а;в;ы;V;НАЗЫВАТЬСЯ;V ipf praet sg indic m -;Я
16660;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16661;;но;НО;CONJ;;;он назывался , _но_ я помню ,;о;н;;;;;CONJ;НО;CONJ;О
16662;;я;Я;SPRO sg 1p - nom;;;назывался , но _я_ помню , что;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16663;;помню;ПОМНИТЬ;V ipf praes sg indic - 1p;;;, но я _помню_ , что этот;ю;н;м;о;п;;V;ПОМНИТЬ;V ipf praes sg indic - 1p;Ь
16664;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16665;;что;ЧТО;CONJ;;;я помню , _что_ этот кенгуру был;о;т;ч;;;;CONJ;ЧТО;CONJ;О
16666;;этот;ЭТОТ;APRO - nom sg plen m -;;;помню , что _этот_ кенгуру был в;т;о;т;э;;;APRO;ЭТОТ;A - nom sg plen m -;Т
16667;;кенгуру;КЕНГУРУ;S m anim nom sg;;;, что этот _кенгуру_ был в гавайской;у;р;у;г;н;е;S;КЕНГУРУ;S m anim nonflex -;У
16668;;был;БЫТЬ;V ipf praet sg indic m -;;;что этот кенгуру _был_ в гавайской рубашке;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
16669;;в;В;PR;;;этот кенгуру был _в_ гавайской рубашке иии;в;;;;;;PR;В;PR;В
16670;;гавайской;ГАВАЙСКИЙ;A - loc sg plen f -;;;кенгуру был в _гавайской_ рубашке иии вот;й;о;к;с;й;а;A;ГАВАЙСКИЙ;A - loc sg plen f -;Й
16671;;рубашке;РУБАШКА;S f inan loc sg;;;был в гавайской _рубашке_ иии вот ..;е;к;ш;а;б;у;S;РУБАШКА;S f inan loc sg;А
16672;;иии;И;CONJ;distort;;в гавайской рубашке _иии_ вот .. ;и;и;и;;;;CONJ;ИИИ;S m inan gen sg;И
16673;;вот;ВОТ;PART;;;гавайской рубашке иии _вот_ ..  ;т;о;в;;;;PART;ВОТ;PART;Т
16674;;..;..;PUNCT;;;;;;;;;;PUNCT;;;
16675;;;;;;;;;;;;;;;;;
16676;# sent = 1234;;;;;;;;;;;;;;;;
16677;# speaker = М;;;;;;;;;;;;;;;;
16678;# sent = 1235;;;;;;;;;;;;;;;;
16679;;И;И;CONJ;;;   _И_ что-то он ходил;и;;;;;;CONJ;И;CONJ;И
16680;;что-то;ЧТО-ТО;SPRO n inan nom sg;;;  И _что-то_ он ходил ну;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - acc sg;О
16681;;он;ОН;SPRO sg 3p m nom;;; И что-то _он_ ходил ну ...;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
16682;;ходил;ХОДИТЬ;V ipf praet sg indic m -;;;И что-то он _ходил_ ну ... он;л;и;д;о;х;;V;ХОДИТЬ;V ipf praet sg indic m -;Ь
16683;;ну;НУ;PART;;;что-то он ходил _ну_ ... он типо;у;н;;;;;PART;НУ;PART;У
16684;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16685;;он;ОН;SPRO sg 3p m nom;;;ходил ну ... _он_ типо такой антропоморфный;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
16686;;типо;ТИПО;PART;;;ну ... он _типо_ такой антропоморфный был;о;п;и;т;;;PART;ТИПО;PART;О
16687;;такой;ТАКОЙ;APRO - nom sg plen m -;;;... он типо _такой_ антропоморфный был ,;й;о;к;а;т;;APRO;ТАКОЙ;A - nom sg plen m -;Й
16688;;антропоморфный;АНТРОПОМОРФНЫЙ;A - nom sg plen m inan;;;он типо такой _антропоморфный_ был , мальчик;й;ы;н;ф;р;о;A;АНТРОПОМОРФНЫЙ;A - acc sg plen m inan;Й
16689;;был;БЫТЬ;V ipf praet sg indic m -;;;типо такой антропоморфный _был_ , мальчик ,;л;ы;б;;;;V;БЫТЬ;V ipf praet sg indic m -;Ь
16690;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16691;;мальчик;МАЛЬЧИК;S m anim nom sg;;;антропоморфный был , _мальчик_ , и он;к;и;ч;ь;л;а;S;МАЛЬЧИК;S m anim nom sg;К
16692;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16693;;и;И;CONJ;;;, мальчик , _и_ он ходил там;и;;;;;;CONJ;И;CONJ;И
16694;;он;ОН;SPRO sg 3p m nom;;;мальчик , и _он_ ходил там на;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
16695;;ходил;ХОДИТЬ;V ipf praet sg indic m -;;;, и он _ходил_ там на работу;л;и;д;о;х;;V;ХОДИТЬ;V ipf praet sg indic m -;Ь
16696;;там;ТАМ;ADV -;;;и он ходил _там_ на работу ,;м;а;т;;;;ADV;ТАМ;ADV -;М
16697;;на;НА;PR;;;он ходил там _на_ работу , ;а;н;;;;;PR;НА;PR;А
16698;;работу;РАБОТА;S f inan acc sg;;;ходил там на _работу_ ,  чо-то;у;т;о;б;а;р;S;РАБОТА;S f inan acc sg;А
16699;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16700;"<distinct form=""";;;;;;;;;;;;;;;;
16701;<dist>;чо-то;;;;;;;;;;;;;;;
16702;""">";;;;;;;;;;;;;;;;
16703;;что-то;ЧТО-ТО;SPRO n inan acc sg;;; чо-то  _что-то_  делал ...;о;т;-;о;т;ч;SPRO;ЧТО-ТО;S n - acc sg;О
16704;</distinct>;;;;;;;;;;;;;;;;
16705;;делал;ДЕЛАТЬ;V ipf praet sg indic m -;;; что-то  _делал_ ... вот ;л;а;л;е;д;;V;ДЕЛАТЬ;V ipf praet sg indic m -;Ь
16706;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16707;;вот;ВОТ;PART;;; делал ... _вот_   ;т;о;в;;;;PART;ВОТ;PART;Т
16708;;;;;;;;;;;;;;;;;
16709;# sent = 1236;;;;;;;;;;;;;;;;
16710;# speaker = М;;;;;;;;;;;;;;;;
16711;# sent = 1237;;;;;;;;;;;;;;;;
16712;;Ну;НУ;PART;;;   _Ну_ еще конечно всякие;у;н;;;;;PART;НУ;PART;У
16713;;еще;ЕЩЕ;ADV -;;;  Ну _еще_ конечно всякие там;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16714;;конечно;КОНЕЧНО;ADV -;;;" Ну еще _конечно_ всякие там """;о;н;ч;е;н;о;ADV;КОНЕЧНО;ADV -;О
16715;;всякие;ВСЯКИЙ;A - nom pl plen - -;;;"Ну еще конечно _всякие_ там "" Спанч";е;и;к;я;с;в;A;ВСЯКИЙ;A - nom pl plen - -;Й
16716;;там;ТАМ;ADV -;;;"еще конечно всякие _там_ "" Спанч -";м;а;т;;;;ADV;ТАМ;ADV -;М
16717;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16718;;Спанч;СПАНЧ;S m anim nom sg persn;слитно;;"всякие там "" _Спанч_ - боб """;ч;н;а;п;с;;S;СПАНЧ;S f inan nom sg;Ч
16719;;-;-;PUNCT;;;;;;;;;;PUNCT;;;
16720;;боб;БОБ;S m inan nom sg persn;слитно;;""" Спанч - _боб_ "" , """;б;о;б;;;;S;БОБ;S m inan nom sg;Б
16721;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16722;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16723;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16724;;Котопёс;КОТОПЕС;S m anim nom sg persn;new;;""" , "" _Котопёс_ ""  ";с;ё;п;о;т;о;S;КОТОПЕС;S m anim nom sg;С
16725;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16726;;;;;;;;;;;;;;;;;
16727;# sent = 1238;;;;;;;;;;;;;;;;
16728;# speaker = А;;;;;;;;;;;;;;;;
16729;# sent = 1239;;;;;;;;;;;;;;;;
16730;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16731;;Котопёс;КОТОПЕС;S m anim nom sg persn;new;;"  "" _Котопёс_ "" афигительнийший мультик";с;ё;п;о;т;о;S;КОТОПЕС;S m anim nom sg;С
16732;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16733;;афигительнийший;АФИГИТЕЛЬНИЙШИЙ;A supr nom sg plen m inan;;;""" Котопёс "" _афигительнийший_ мультик , я";й;и;ш;й;и;н;A;АФИГИТЕЛЬНИЙШИЙ;A supr acc sg plen m inan;Й
16734;;мультик;МУЛЬТИК;S m inan nom sg;;;"Котопёс "" афигительнийший _мультик_ , я очень";к;и;т;ь;л;у;S;МУЛЬТИК;S m inan nom sg;К
16735;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16736;;я;Я;SPRO sg 1p - nom;;;афигительнийший мультик , _я_ очень люблю ...;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16737;;очень;ОЧЕНЬ;ADV -;;;мультик , я _очень_ люблю ... ;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
16738;;люблю;ЛЮБИТЬ;V ipf praes sg indic - 1p;;;, я очень _люблю_ ...  ;ю;л;б;ю;л;;V;ЛЮБИТЬ;V ipf praes sg indic - 1p;Ь
16739;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
16740;;;;;;;;;;;;;;;;;
16741;# sent = 1240;;;;;;;;;;;;;;;;
16742;# speaker = М;;;;;;;;;;;;;;;;
16743;# sent = 1241;;;;;;;;;;;;;;;;
16744;;Вот;ВОТ;PART;;;   _Вот_ а еще мне;т;о;в;;;;PART;ВОТ;PART;Т
16745;;а;А;CONJ;;;  Вот _а_ еще мне очень;а;;;;;;CONJ;А;CONJ;А
16746;;еще;ЕЩЕ;ADV -;;; Вот а _еще_ мне очень нравился;е;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
16747;;мне;Я;SPRO sg 1p - dat;;;"Вот а еще _мне_ очень нравился """;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
16748;;очень;ОЧЕНЬ;ADV -;;;"а еще мне _очень_ нравился "" Как";ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
16749;;нравился;НРАВИТЬСЯ;V ipf praet sg indic m -;;;"еще мне очень _нравился_ "" Как говорит";я;с;л;и;в;а;V;НРАВИТЬСЯ;V ipf praet sg indic m -;Я
16750;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16751;;Как;КАК;CONJ;;;"очень нравился "" _Как_ говорит джинджер """;к;а;к;;;;CONJ;КАК;CONJ;К
16752;;говорит;ГОВОРИТЬ;V ipf praes sg indic - 3p;;;"нравился "" Как _говорит_ джинджер "" ";т;и;р;о;в;о;V;ГОВОРИТЬ;V ipf praes sg indic - 3p;Ь
16753;;джинджер;ДЖИНДЖЕР;S m anim nom sg persn;;;""" Как говорит _джинджер_ ""  ";р;е;ж;д;н;и;S;ДЖИНДЖЕР;S f anim nonflex -;Р
16754;;"""";"""";PUNCT;;;;;;;;;;PUNCT;;;
16755;;;;;;;;;;;;;;;;;
16756;# sent = 1242;;;;;;;;;;;;;;;;
16757;# speaker = А;;;;;;;;;;;;;;;;
16758;# sent = 1243;;;;;;;;;;;;;;;;
16759;;угу;УГУ;INTJ;;;   _угу_ , да ,;у;г;у;;;;INTJ;УГУ;INTJ;У
16760;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16761;;да;ДА;CONJ;;; угу , _да_ , да ,;а;д;;;;;CONJ;ДА;CONJ;А
16762;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16763;;да;ДА;CONJ;;;, да , _да_ , тоже классная;а;д;;;;;CONJ;ДА;CONJ;А
16764;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16765;;тоже;ТОЖЕ;PART;;;, да , _тоже_ классная штука была;е;ж;о;т;;;PART;ТОЖЕ;PART;Е
16766;;классная;КЛАССНЫЙ;A - nom sg plen f -;;;да , тоже _классная_ штука была ;я;а;н;с;с;а;A;КЛАССНЫЙ;A - nom sg plen f -;Й
16767;;штука;ШТУКА;S f inan nom sg;;;, тоже классная _штука_ была  ;а;к;у;т;ш;;S;ШТУКА;S f inan nom sg;А
16768;;была;БЫТЬ;V ipf praet sg indic f -;;;тоже классная штука _была_   ;а;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic f -;Ь
16769;;;;;;;;;;;;;;;;;
16770;# sent = 1244;;;;;;;;;;;;;;;;
16771;# speaker = М;;;;;;;;;;;;;;;;
16772;# sent = 1245;;;;;;;;;;;;;;;;
16773;;Мне;Я;SPRO sg 1p - dat;;;   _Мне_ нравилась оттуда девочка;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
16774;;нравилась;НРАВИТЬСЯ;V ipf praet sg indic f -;;;  Мне _нравилась_ оттуда девочка ,;ь;с;а;л;и;в;V;НРАВИТЬСЯ;V ipf praet sg indic f -;Я
16775;;оттуда;ОТТУДА;ADV -;;; Мне нравилась _оттуда_ девочка , которая;а;д;у;т;т;о;ADV;ОТТУДА;ADV -;А
16776;;девочка;ДЕВОЧКА;S f anim nom sg;;;Мне нравилась оттуда _девочка_ , которая ааа;а;к;ч;о;в;е;S;ДЕВОЧКА;S f anim nom sg;А
16777;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16778;;которая;КОТОРЫЙ;APRO - nom sg plen f -;;;оттуда девочка , _которая_ ааа с белыми;я;а;р;о;т;о;APRO;КОТОРЫЙ;A - nom sg plen f -;Й
16779;;ааа;ААА;INTJ;;;девочка , которая _ааа_ с белыми волосами;а;а;а;;;;INTJ;ААА;INTJ;А
16780;;с;С;PR;;;, которая ааа _с_ белыми волосами ,;с;;;;;;PR;С;PR;С
16781;;белыми;БЕЛЫЙ;A - ins pl plen - -;;;которая ааа с _белыми_ волосами , кажется;и;м;ы;л;е;б;A;БЕЛЫЙ;A - ins pl plen - -;Й
16782;;волосами;ВОЛОС;S m inan ins pl;;;ааа с белыми _волосами_ , кажется Кортни;и;м;а;с;о;л;S;ВОЛОС;S m inan ins pl;С
16783;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16784;;кажется;КАЖЕТСЯ;ADV -;;;белыми волосами , _кажется_ Кортни , не;я;с;т;е;ж;а;ADV;КАЖЕТСЯ;ADV -;Я
16785;;Кортни;КОРТНИ;S f anim nom sg persn;;;волосами , кажется _Кортни_ , не знаю;и;н;т;р;о;к;S;КОРТНИ;S f anim nonflex -;И
16786;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16787;;не;НЕ;PART;;;кажется Кортни , _не_ знаю , я;е;н;;;;;PART;НЕ;PART;Е
16788;;знаю;ЗНАТЬ;V ipf praes sg indic - 1p;;;Кортни , не _знаю_ , я не;ю;а;н;з;;;V;ЗНАТЬ;V ipf praes sg indic - 1p;Ь
16789;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16790;;я;Я;SPRO sg 1p - nom;;;не знаю , _я_ не помню ,;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16791;;не;НЕ;PART;;;знаю , я _не_ помню , как;е;н;;;;;PART;НЕ;PART;Е
16792;;помню;ПОМНИТЬ;V ipf praes sg indic - 1p;;;, я не _помню_ , как ее;ю;н;м;о;п;;V;ПОМНИТЬ;V ipf praes sg indic - 1p;Ь
16793;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16794;;как;КАК;CONJ;;;не помню , _как_ ее звали ;к;а;к;;;;CONJ;КАК;CONJ;К
16795;;ее;ОНА;SPRO sg 3p f acc;;;помню , как _ее_ звали  ;е;е;;;;;SPRO;ОНА;SPRO sg 3p f acc;А
16796;;звали;ЗВАТЬ;V ipf praet pl indic - -;;;, как ее _звали_   ;и;л;а;в;з;;V;ЗВАТЬ;V ipf praet pl indic - -;Ь
16797;;;;;;;;;;;;;;;;;
16798;# sent = 1246;;;;;;;;;;;;;;;;
16799;# speaker = М;;;;;;;;;;;;;;;;
16800;# sent = 1247;;;;;;;;;;;;;;;;
16801;;Ну;НУ;PART;;;   _Ну_ которая типо богатая;у;н;;;;;PART;НУ;PART;У
16802;;которая;КОТОРЫЙ;APRO - nom sg plen f -;;;  Ну _которая_ типо богатая ,;я;а;р;о;т;о;APRO;КОТОРЫЙ;A - nom sg plen f -;Й
16803;;типо;ТИПО;PART;;; Ну которая _типо_ богатая , крутая;о;п;и;т;;;PART;ТИПО;PART;О
16804;;богатая;БОГАТЫЙ;A - nom sg plen f -;;;Ну которая типо _богатая_ , крутая ,;я;а;т;а;г;о;A;БОГАТЫЙ;A - nom sg plen f -;Й
16805;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16806;;крутая;КРУТОЙ;A - nom sg plen f -;;;типо богатая , _крутая_ , вот ;я;а;т;у;р;к;A;КРУТОЙ;A - nom sg plen f -;Й
16807;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16808;;вот;ВОТ;PART;;;, крутая , _вот_   ;т;о;в;;;;PART;ВОТ;PART;Т
16809;;;;;;;;;;;;;;;;;
16810;# sent = 1248;;;;;;;;;;;;;;;;
16811;# speaker = М;;;;;;;;;;;;;;;;
16812;# sent = 1249;;;;;;;;;;;;;;;;
16813;;Я;Я;SPRO sg 1p - nom;;;   _Я_ не могу припомнить;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
16814;;не;НЕ;PART;;;  Я _не_ могу припомнить ;е;н;;;;;PART;НЕ;PART;Е
16815;;могу;МОЧЬ;V ipf praes sg indic - 1p;;; Я не _могу_ припомнить  ничё;у;г;о;м;;;V;МОЧЬ;V ipf praes sg indic - 1p;Ь
16816;;припомнить;ПРИПОМНИТЬ;V pf - - inf - -;;;Я не могу _припомнить_  ничё ;ь;т;и;н;м;о;V;ПРИПОМНИТЬ;V pf - - inf - -;Ь
16817;"<distinct form=""";;;;;;;;;;;;;;;;
16818;<dist>;ничё;;;;;;;;;;;;;;;
16819;""">";;;;;;;;;;;;;;;;
16820;;ничего;НИЧЕГО;ADV -;;; ничё  _ничего_  такого в;о;г;е;ч;и;н;ADV;НИЧЕГО;ADV -;О
16821;</distinct>;;;;;;;;;;;;;;;;
16822;;такого;ТАКОЙ;APRO - gen sg plen m -;;; ничего  _такого_ в классе ,;о;г;о;к;а;т;APRO;ТАКОЙ;A - gen sg plen m -;Й
16823;;в;В;PR;;;ничего  такого _в_ классе , но;в;;;;;;PR;В;PR;В
16824;;классе;КЛАСС;S m inan loc sg;;; такого в _классе_ , но короче;е;с;с;а;л;к;S;КЛАСС;S m inan loc sg;С
16825;;,;,;PUNCT;;;;;;;;;;PUNCT;;;
16826;;но;НО;CONJ;;;в классе , _но_ короче , я;о;н;;;;;CONJ;НО;CONJ;О
